"V1" "V2" "V3"
"2627" 4 3 34
"2628" 5 3 34
"2629" 5 3 33
"2630" 5 3 34
"2631" 5 4 34
"2632" 4 4 34
"2633" 4 4 33
"2634" 5 4 33
"2635" 5 4 34
"2636" 5 3 34
"2637" 5 4 34
"2638" 5 3 34
"2639" 6 3 34
"2640" 6 3 33
"2641" 6 3 34
"2642" 7 3 34
"2643" 7 4 34
"2644" 7 4 33
"2645" 6 4 33
"2646" 5 4 33
"2647" 5 5 33
"2648" 4 5 33
"2649" 4 6 33
"2650" 3 6 33
"2651" 3 6 34
"2652" 3 6 35
"2653" 3 5 35
"2654" 4 5 35
"2655" 4 6 35
"2656" 4 7 35
"2657" 5 7 35
"2658" 5 7 34
"2659" 6 7 34
"2660" 6 7 35
"2661" 6 7 34
"2662" 6 6 34
"2663" 6 7 34
"2664" 7 7 34
"2665" 7 8 34
"2666" 7 8 33
"2667" 6 8 33
"2668" 6 7 33
"2669" 6 7 34
"2670" 6 7 35
"2671" 7 7 35
"2672" 6 7 35
"2673" 5 7 35
"2674" 6 7 35
"2675" 6 6 35
"2676" 6 7 35
"2677" 5 7 35
"2678" 4 7 35
"2679" 5 7 35
"2680" 5 8 35
"2681" 5 8 36
"2682" 5 8 35
"2683" 5 8 34
"2684" 4 8 34
"2685" 4 7 34
"2686" 4 7 33
"2687" 3 7 33
"2688" 3 7 34
"2689" 2 7 34
"2690" 1 7 34
"2691" 1 8 34
"2692" 1 9 34
"2693" 2 9 34
"2694" 2 9 33
"2695" 2 10 33
"2696" 2 11 33
"2697" 3 11 33
"2698" 3 12 33
"2699" 3 12 34
"2700" 3 13 34
"2701" 3 12 34
"2702" 3 11 34
"2703" 3 11 33
"2704" 3 12 33
"2705" 3 12 32
"2706" 3 13 32
"2707" 2 13 32
"2708" 1 13 32
"2709" 1 13 33
"2710" 2 13 33
"2711" 2 13 32
"2712" 2 13 31
"2713" 2 13 30
"2714" 3 13 30
"2715" 3 13 31
"2716" 2 13 31
"2717" 2 12 31
"2718" 1 12 31
"2719" 1 12 30
"2720" 0 12 30
"2721" 0 13 30
"2722" 0 13 29
"2723" 1 13 29
"2724" 2 13 29
"2725" 1 13 29
"2726" 1 12 29
"2727" 1 13 29
"2728" 2 13 29
"2729" 3 13 29
"2730" 2 13 29
"2731" 2 13 28
"2732" 2 13 29
"2733" 2 14 29
"2734" 2 15 29
"2735" 2 15 30
"2736" 2 14 30
"2737" 2 15 30
"2738" 3 15 30
"2739" 3 16 30
"2740" 4 16 30
"2741" 3 16 30
"2742" 4 16 30
"2743" 4 15 30
"2744" 4 15 29
"2745" 3 15 29
"2746" 4 15 29
"2747" 4 16 29
"2748" 4 15 29
"2749" 3 15 29
"2750" 2 15 29
"2751" 2 15 28
"2752" 3 15 28
"2753" 2 15 28
"2754" 2 16 28
"2755" 2 16 27
"2756" 2 16 26
"2757" 1 16 26
"2758" 1 15 26
"2759" 2 15 26
"2760" 2 14 26
"2761" 2 15 26
"2762" 3 15 26
"2763" 2 15 26
"2764" 3 15 26
"2765" 3 15 25
"2766" 3 15 26
"2767" 3 14 26
"2768" 3 13 26
"2769" 2 13 26
"2770" 2 13 25
"2771" 3 13 25
"2772" 2 13 25
"2773" 2 13 24
"2774" 2 13 25
"2775" 3 13 25
"2776" 3 13 26
"2777" 4 13 26
"2778" 3 13 26
"2779" 3 13 25
"2780" 3 13 26
"2781" 3 13 27
"2782" 3 13 26
"2783" 3 14 26
"2784" 3 13 26
"2785" 4 13 26
"2786" 4 13 25
"2787" 4 12 25
"2788" 3 12 25
"2789" 3 12 24
"2790" 3 12 23
"2791" 2 12 23
"2792" 2 12 22
"2793" 3 12 22
"2794" 4 12 22
"2795" 4 12 21
"2796" 4 12 20
"2797" 4 13 20
"2798" 4 13 19
"2799" 4 12 19
"2800" 5 12 19
"2801" 5 12 20
"2802" 4 12 20
"2803" 4 12 21
"2804" 5 12 21
"2805" 5 11 21
"2806" 4 11 21
"2807" 4 12 21
"2808" 4 12 20
"2809" 4 12 19
"2810" 5 12 19
"2811" 6 12 19
"2812" 6 13 19
"2813" 6 12 19
"2814" 6 12 20
"2815" 6 12 21
"2816" 6 12 20
"2817" 6 13 20
"2818" 7 13 20
"2819" 7 14 20
"2820" 6 14 20
"2821" 6 13 20
"2822" 5 13 20
"2823" 5 13 21
"2824" 6 13 21
"2825" 5 13 21
"2826" 5 13 20
"2827" 5 14 20
"2828" 6 14 20
"2829" 6 14 19
"2830" 6 15 19
"2831" 5 15 19
"2832" 5 15 20
"2833" 4 15 20
"2834" 4 15 19
"2835" 4 14 19
"2836" 4 15 19
"2837" 4 16 19
"2838" 4 16 18
"2839" 5 16 18
"2840" 5 15 18
"2841" 5 15 17
"2842" 5 16 17
"2843" 6 16 17
"2844" 6 16 16
"2845" 6 15 16
"2846" 6 15 15
"2847" 5 15 15
"2848" 5 15 14
"2849" 5 15 13
"2850" 6 15 13
"2851" 6 14 13
"2852" 6 14 12
"2853" 6 14 13
"2854" 6 14 12
"2855" 5 14 12
"2856" 6 14 12
"2857" 6 14 11
"2858" 6 13 11
"2859" 7 13 11
"2860" 6 13 11
"2861" 6 13 12
"2862" 5 13 12
"2863" 5 13 11
"2864" 6 13 11
"2865" 6 13 10
"2866" 6 13 9
"2867" 7 13 9
"2868" 7 12 9
"2869" 7 13 9
"2870" 8 13 9
"2871" 7 13 9
"2872" 6 13 9
"2873" 6 12 9
"2874" 6 11 9
"2875" 6 10 9
"2876" 5 10 9
"2877" 5 9 9
"2878" 5 8 9
"2879" 5 7 9
"2880" 5 7 10
"2881" 5 7 11
"2882" 4 7 11
"2883" 4 7 10
"2884" 4 7 11
"2885" 4 7 12
"2886" 4 7 11
"2887" 4 6 11
"2888" 4 5 11
"2889" 3 5 11
"2890" 2 5 11
"2891" 1 5 11
"2892" 1 6 11
"2893" 1 5 11
"2894" 1 6 11
"2895" 1 5 11
"2896" 1 5 10
"2897" 1 5 9
"2898" 1 5 10
"2899" 0 5 10
"2900" 0 4 10
"2901" 0 4 11
"2902" 0 3 11
"2903" 0 4 11
"2904" 0 4 10
"2905" 1 4 10
"2906" 1 4 9
"2907" 1 3 9
"2908" 1 3 10
"2909" 1 2 10
"2910" 1 3 10
"2911" 1 4 10
"2912" 1 5 10
"2913" 1 6 10
"2914" 1 6 9
"2915" 1 5 9
"2916" 1 5 8
"2917" 1 4 8
"2918" 1 3 8
"2919" 1 2 8
"2920" 1 2 9
"2921" 0 2 9
"2922" 1 2 9
"2923" 1 2 10
"2924" 0 2 10
"2925" 0 1 10
"2926" 0 1 9
"2927" 0 1 10
"2928" 0 1 9
"2929" 0 2 9
"2930" 1 2 9
"2931" 1 2 8
"2932" 0 2 8
"2933" 1 2 8
"2934" 0 2 8
"2935" 0 1 8
"2936" 0 0 8
"2937" -1 0 8
"2938" -1 1 8
"2939" -1 1 9
"2940" -1 1 10
"2941" -1 0 10
"2942" -2 0 10
"2943" -1 0 10
"2944" -1 0 9
"2945" -1 0 8
"2946" -1 -1 8
"2947" -2 -1 8
"2948" -2 -1 7
"2949" -2 -2 7
"2950" -2 -2 6
"2951" -1 -2 6
"2952" -2 -2 6
"2953" -3 -2 6
"2954" -3 -1 6
"2955" -2 -1 6
"2956" -2 -1 7
"2957" -2 0 7
"2958" -2 1 7
"2959" -1 1 7
"2960" -2 1 7
"2961" -2 1 6
"2962" -2 0 6
"2963" -2 1 6
"2964" -2 2 6
"2965" -3 2 6
"2966" -3 2 5
"2967" -2 2 5
"2968" -2 2 4
"2969" -2 2 3
"2970" -2 2 2
"2971" -2 1 2
"2972" -3 1 2
"2973" -4 1 2
"2974" -4 1 1
"2975" -4 1 2
"2976" -5 1 2
"2977" -4 1 2
"2978" -4 1 1
"2979" -5 1 1
"2980" -5 1 0
"2981" -5 1 1
"2982" -5 1 2
"2983" -5 1 3
"2984" -5 1 2
"2985" -4 1 2
"2986" -3 1 2
"2987" -4 1 2
"2988" -3 1 2
"2989" -3 0 2
"2990" -3 -1 2
"2991" -3 -1 3
"2992" -3 -1 2
"2993" -2 -1 2
"2994" -2 -1 3
"2995" -2 -1 2
"2996" -2 0 2
"2997" -2 1 2
"2998" -2 1 3
"2999" -1 1 3
"3000" -1 0 3
"3001" -1 0 4
"3002" -1 0 3
"3003" -1 0 2
"3004" 0 0 2
"3005" 1 0 2
"3006" 0 0 2
"3007" 0 0 1
"3008" 1 0 1
"3009" 2 0 1
"3010" 2 1 1
"3011" 2 1 0
"3012" 2 2 0
"3013" 2 2 1
"3014" 2 2 2
"3015" 2 2 3
"3016" 3 2 3
"3017" 3 3 3
"3018" 3 2 3
"3019" 3 2 2
"3020" 3 2 1
"3021" 3 2 0
"3022" 3 3 0
"3023" 3 2 0
"3024" 3 2 1
"3025" 3 2 0
"3026" 3 1 0
"3027" 3 2 0
"3028" 3 2 -1
"3029" 3 2 -2
"3030" 2 2 -2
"3031" 2 1 -2
"3032" 2 1 -1
"3033" 2 1 -2
"3034" 2 1 -1
"3035" 2 1 0
"3036" 2 1 -1
"3037" 2 1 0
"3038" 2 1 1
"3039" 2 1 0
"3040" 2 1 1
"3041" 3 1 1
"3042" 4 1 1
"3043" 5 1 1
"3044" 5 0 1
"3045" 5 0 0
"3046" 5 0 1
"3047" 4 0 1
"3048" 4 1 1
"3049" 5 1 1
"3050" 6 1 1
"3051" 6 0 1
"3052" 6 0 2
"3053" 7 0 2
"3054" 8 0 2
"3055" 8 0 1
"3056" 8 0 0
"3057" 8 -1 0
"3058" 8 -1 1
"3059" 7 -1 1
"3060" 7 -2 1
"3061" 8 -2 1
"3062" 9 -2 1
"3063" 9 -2 0
"3064" 8 -2 0
"3065" 8 -1 0
"3066" 8 -2 0
"3067" 9 -2 0
"3068" 9 -1 0
"3069" 8 -1 0
"3070" 8 -1 -1
"3071" 9 -1 -1
"3072" 9 -1 -2
"3073" 9 0 -2
"3074" 9 -1 -2
"3075" 9 -2 -2
"3076" 9 -2 -1
"3077" 9 -1 -1
"3078" 10 -1 -1
"3079" 10 -1 0
"3080" 11 -1 0
"3081" 10 -1 0
"3082" 10 -1 -1
"3083" 10 -1 0
"3084" 10 -1 -1
"3085" 10 0 -1
"3086" 9 0 -1
"3087" 9 0 0
"3088" 9 1 0
"3089" 9 1 -1
"3090" 9 1 0
"3091" 9 0 0
"3092" 9 0 1
"3093" 10 0 1
"3094" 10 0 2
"3095" 11 0 2
"3096" 11 0 1
"3097" 10 0 1
"3098" 10 -1 1
"3099" 10 0 1
"3100" 11 0 1
"3101" 11 0 0
"3102" 11 -1 0
"3103" 11 0 0
"3104" 11 0 1
"3105" 11 0 2
"3106" 11 0 3
"3107" 11 0 4
"3108" 11 0 3
"3109" 11 0 4
"3110" 11 -1 4
"3111" 11 -1 5
"3112" 11 -1 6
"3113" 12 -1 6
"3114" 13 -1 6
"3115" 13 -1 7
"3116" 13 -2 7
"3117" 12 -2 7
"3118" 11 -2 7
"3119" 11 -2 6
"3120" 11 -1 6
"3121" 12 -1 6
"3122" 12 -1 7
"3123" 12 -2 7
"3124" 12 -2 6
"3125" 12 -3 6
"3126" 13 -3 6
"3127" 14 -3 6
"3128" 14 -4 6
"3129" 14 -4 7
"3130" 14 -4 8
"3131" 14 -5 8
"3132" 14 -5 7
"3133" 15 -5 7
"3134" 14 -5 7
"3135" 15 -5 7
"3136" 14 -5 7
"3137" 15 -5 7
"3138" 15 -5 6
"3139" 15 -4 6
"3140" 14 -4 6
"3141" 14 -4 5
"3142" 13 -4 5
"3143" 12 -4 5
"3144" 12 -4 4
"3145" 12 -4 5
"3146" 12 -5 5
"3147" 12 -4 5
"3148" 12 -3 5
"3149" 12 -3 4
"3150" 12 -3 3
"3151" 12 -4 3
"3152" 13 -4 3
"3153" 12 -4 3
"3154" 13 -4 3
"3155" 14 -4 3
"3156" 15 -4 3
"3157" 15 -4 2
"3158" 16 -4 2
"3159" 16 -5 2
"3160" 16 -5 3
"3161" 16 -5 2
"3162" 16 -4 2
"3163" 16 -5 2
"3164" 15 -5 2
"3165" 15 -5 3
"3166" 14 -5 3
"3167" 15 -5 3
"3168" 15 -5 2
"3169" 15 -5 1
"3170" 15 -6 1
"3171" 16 -6 1
"3172" 16 -6 0
"3173" 15 -6 0
"3174" 16 -6 0
"3175" 15 -6 0
"3176" 15 -6 1
"3177" 15 -6 2
"3178" 14 -6 2
"3179" 14 -6 1
"3180" 14 -6 0
"3181" 14 -7 0
"3182" 14 -7 1
"3183" 14 -7 0
"3184" 14 -6 0
"3185" 14 -6 1
"3186" 14 -5 1
"3187" 15 -5 1
"3188" 15 -6 1
"3189" 16 -6 1
"3190" 16 -7 1
"3191" 16 -8 1
"3192" 17 -8 1
"3193" 17 -7 1
"3194" 18 -7 1
"3195" 19 -7 1
"3196" 19 -6 1
"3197" 19 -5 1
"3198" 19 -4 1
"3199" 19 -4 0
"3200" 19 -4 -1
"3201" 19 -4 0
"3202" 20 -4 0
"3203" 19 -4 0
"3204" 19 -4 1
"3205" 19 -4 0
"3206" 18 -4 0
"3207" 18 -4 1
"3208" 18 -3 1
"3209" 18 -4 1
"3210" 18 -5 1
"3211" 18 -4 1
"3212" 17 -4 1
"3213" 17 -4 0
"3214" 17 -4 1
"3215" 17 -5 1
"3216" 16 -5 1
"3217" 17 -5 1
"3218" 17 -5 0
"3219" 17 -5 -1
"3220" 16 -5 -1
"3221" 16 -5 0
"3222" 16 -4 0
"3223" 16 -4 -1
"3224" 15 -4 -1
"3225" 15 -5 -1
"3226" 15 -4 -1
"3227" 15 -3 -1
"3228" 15 -3 -2
"3229" 14 -3 -2
"3230" 14 -3 -3
"3231" 14 -3 -4
"3232" 14 -2 -4
"3233" 14 -3 -4
"3234" 14 -4 -4
"3235" 13 -4 -4
"3236" 12 -4 -4
"3237" 12 -5 -4
"3238" 11 -5 -4
"3239" 11 -5 -3
"3240" 10 -5 -3
"3241" 10 -4 -3
"3242" 10 -4 -2
"3243" 10 -3 -2
"3244" 10 -4 -2
"3245" 10 -4 -1
"3246" 10 -4 0
"3247" 9 -4 0
"3248" 9 -3 0
"3249" 10 -3 0
"3250" 11 -3 0
"3251" 11 -4 0
"3252" 11 -3 0
"3253" 12 -3 0
"3254" 11 -3 0
"3255" 10 -3 0
"3256" 9 -3 0
"3257" 9 -2 0
"3258" 9 -3 0
"3259" 9 -3 -1
"3260" 9 -4 -1
"3261" 9 -4 -2
"3262" 9 -4 -1
"3263" 8 -4 -1
"3264" 8 -3 -1
"3265" 7 -3 -1
"3266" 7 -3 0
"3267" 6 -3 0
"3268" 6 -4 0
"3269" 6 -4 -1
"3270" 6 -3 -1
"3271" 6 -2 -1
"3272" 6 -2 -2
"3273" 5 -2 -2
"3274" 6 -2 -2
"3275" 5 -2 -2
"3276" 6 -2 -2
"3277" 6 -2 -1
"3278" 6 -1 -1
"3279" 6 -1 -2
"3280" 6 0 -2
"3281" 6 0 -1
"3282" 6 -1 -1
"3283" 6 -1 -2
"3284" 5 -1 -2
"3285" 5 -2 -2
"3286" 4 -2 -2
"3287" 5 -2 -2
"3288" 5 -2 -1
"3289" 5 -2 -2
"3290" 5 -2 -3
"3291" 4 -2 -3
"3292" 4 -1 -3
"3293" 4 0 -3
"3294" 4 1 -3
"3295" 4 0 -3
"3296" 5 0 -3
"3297" 6 0 -3
"3298" 7 0 -3
"3299" 7 0 -2
"3300" 7 1 -2
"3301" 7 0 -2
"3302" 7 1 -2
"3303" 7 1 -3
"3304" 7 2 -3
"3305" 8 2 -3
"3306" 8 1 -3
"3307" 9 1 -3
"3308" 10 1 -3
"3309" 10 2 -3
"3310" 10 2 -2
"3311" 11 2 -2
"3312" 11 2 -3
"3313" 11 3 -3
"3314" 10 3 -3
"3315" 9 3 -3
"3316" 8 3 -3
"3317" 8 2 -3
"3318" 8 1 -3
"3319" 8 0 -3
"3320" 8 -1 -3
"3321" 8 0 -3
"3322" 7 0 -3
"3323" 7 0 -2
"3324" 6 0 -2
"3325" 6 1 -2
"3326" 7 1 -2
"3327" 8 1 -2
"3328" 7 1 -2
"3329" 8 1 -2
"3330" 7 1 -2
"3331" 7 0 -2
"3332" 6 0 -2
"3333" 6 -1 -2
"3334" 6 0 -2
"3335" 7 0 -2
"3336" 7 -1 -2
"3337" 7 0 -2
"3338" 7 0 -3
"3339" 7 0 -2
"3340" 7 0 -3
"3341" 6 0 -3
"3342" 6 0 -4
"3343" 6 0 -3
"3344" 6 0 -2
"3345" 6 1 -2
"3346" 6 1 -3
"3347" 6 2 -3
"3348" 6 2 -4
"3349" 6 2 -5
"3350" 5 2 -5
"3351" 5 3 -5
"3352" 5 3 -6
"3353" 5 4 -6
"3354" 6 4 -6
"3355" 6 4 -5
"3356" 6 4 -6
"3357" 7 4 -6
"3358" 7 4 -7
"3359" 8 4 -7
"3360" 9 4 -7
"3361" 9 4 -6
"3362" 9 4 -5
"3363" 9 5 -5
"3364" 9 5 -4
"3365" 9 6 -4
"3366" 9 7 -4
"3367" 10 7 -4
"3368" 10 7 -3
"3369" 10 8 -3
"3370" 10 7 -3
"3371" 10 7 -4
"3372" 10 7 -3
"3373" 10 6 -3
"3374" 10 6 -4
"3375" 11 6 -4
"3376" 11 5 -4
"3377" 10 5 -4
"3378" 11 5 -4
"3379" 11 5 -3
"3380" 10 5 -3
"3381" 10 4 -3
"3382" 10 3 -3
"3383" 11 3 -3
"3384" 11 3 -4
"3385" 11 2 -4
"3386" 11 2 -3
"3387" 11 2 -2
"3388" 11 2 -3
"3389" 11 2 -2
"3390" 11 1 -2
"3391" 11 1 -1
"3392" 11 0 -1
"3393" 10 0 -1
"3394" 10 1 -1
"3395" 10 1 0
"3396" 10 1 -1
"3397" 11 1 -1
"3398" 11 1 0
"3399" 11 2 0
"3400" 11 2 1
"3401" 10 2 1
"3402" 9 2 1
"3403" 8 2 1
"3404" 8 1 1
"3405" 8 0 1
"3406" 9 0 1
"3407" 9 1 1
"3408" 9 1 0
"3409" 8 1 0
"3410" 8 1 1
"3411" 8 1 0
"3412" 8 0 0
"3413" 8 1 0
"3414" 8 2 0
"3415" 8 3 0
"3416" 9 3 0
"3417" 9 4 0
"3418" 9 5 0
"3419" 9 6 0
"3420" 10 6 0
"3421" 10 6 -1
"3422" 10 5 -1
"3423" 10 6 -1
"3424" 9 6 -1
"3425" 9 6 0
"3426" 9 7 0
"3427" 9 6 0
"3428" 9 6 1
"3429" 10 6 1
"3430" 10 7 1
"3431" 10 7 2
"3432" 10 8 2
"3433" 10 8 1
"3434" 10 7 1
"3435" 10 7 0
"3436" 10 8 0
"3437" 10 9 0
"3438" 10 8 0
"3439" 9 8 0
"3440" 9 8 1
"3441" 9 8 0
"3442" 8 8 0
"3443" 8 7 0
"3444" 9 7 0
"3445" 8 7 0
"3446" 7 7 0
"3447" 7 8 0
"3448" 7 7 0
"3449" 7 8 0
"3450" 6 8 0
"3451" 6 9 0
"3452" 6 8 0
"3453" 6 8 -1
"3454" 6 8 0
"3455" 5 8 0
"3456" 5 8 -1
"3457" 4 8 -1
"3458" 3 8 -1
"3459" 3 7 -1
"3460" 3 8 -1
"3461" 3 8 0
"3462" 2 8 0
"3463" 2 9 0
"3464" 2 8 0
"3465" 2 7 0
"3466" 2 7 -1
"3467" 2 7 0
"3468" 2 6 0
"3469" 2 7 0
"3470" 1 7 0
"3471" 1 6 0
"3472" 2 6 0
"3473" 2 6 -1
"3474" 3 6 -1
"3475" 4 6 -1
"3476" 4 5 -1
"3477" 4 4 -1
"3478" 4 4 0
"3479" 3 4 0
"3480" 3 3 0
"3481" 3 3 -1
"3482" 3 2 -1
"3483" 3 2 -2
"3484" 2 2 -2
"3485" 3 2 -2
"3486" 3 3 -2
"3487" 3 4 -2
"3488" 3 4 -1
"3489" 2 4 -1
"3490" 1 4 -1
"3491" 1 4 0
"3492" 1 4 1
"3493" 1 4 0
"3494" 1 4 1
"3495" 1 3 1
"3496" 2 3 1
"3497" 3 3 1
"3498" 3 3 0
"3499" 2 3 0
"3500" 3 3 0
"3501" 3 2 0
"3502" 3 2 -1
"3503" 3 2 -2
"3504" 3 2 -3
"3505" 3 1 -3
"3506" 3 1 -4
"3507" 2 1 -4
"3508" 2 2 -4
"3509" 2 3 -4
"3510" 1 3 -4
"3511" 1 4 -4
"3512" 1 4 -5
"3513" 1 3 -5
"3514" 1 3 -6
"3515" 1 2 -6
"3516" 1 2 -5
"3517" 2 2 -5
"3518" 2 3 -5
"3519" 2 4 -5
"3520" 2 3 -5
"3521" 1 3 -5
"3522" 1 3 -6
"3523" 1 3 -5
"3524" 1 3 -4
"3525" 1 2 -4
"3526" 1 1 -4
"3527" 0 1 -4
"3528" 0 1 -3
"3529" 0 1 -4
"3530" 1 1 -4
"3531" 1 1 -5
"3532" 1 1 -4
"3533" 2 1 -4
"3534" 1 1 -4
"3535" 1 1 -3
"3536" 1 0 -3
"3537" 1 1 -3
"3538" 0 1 -3
"3539" 0 1 -4
"3540" 1 1 -4
"3541" 0 1 -4
"3542" 0 1 -3
"3543" 1 1 -3
"3544" 1 1 -4
"3545" 1 2 -4
"3546" 2 2 -4
"3547" 2 3 -4
"3548" 1 3 -4
"3549" 1 3 -3
"3550" 1 4 -3
"3551" 2 4 -3
"3552" 2 3 -3
"3553" 2 4 -3
"3554" 2 4 -4
"3555" 1 4 -4
"3556" 1 5 -4
"3557" 0 5 -4
"3558" 0 5 -3
"3559" 0 4 -3
"3560" 0 4 -2
"3561" 1 4 -2
"3562" 2 4 -2
"3563" 2 4 -1
"3564" 2 3 -1
"3565" 2 3 0
"3566" 2 4 0
"3567" 1 4 0
"3568" 1 4 1
"3569" 2 4 1
"3570" 2 4 0
"3571" 2 5 0
"3572" 2 6 0
"3573" 2 7 0
"3574" 2 8 0
"3575" 1 8 0
"3576" 1 7 0
"3577" 1 7 1
"3578" 2 7 1
"3579" 2 7 2
"3580" 2 7 3
"3581" 2 7 4
"3582" 1 7 4
"3583" 1 6 4
"3584" 0 6 4
"3585" 0 7 4
"3586" -1 7 4
"3587" -1 7 3
"3588" 0 7 3
"3589" 0 8 3
"3590" 1 8 3
"3591" 2 8 3
"3592" 2 9 3
"3593" 2 9 4
"3594" 3 9 4
"3595" 2 9 4
"3596" 3 9 4
"3597" 4 9 4
"3598" 5 9 4
"3599" 5 8 4
"3600" 5 8 5
"3601" 4 8 5
"3602" 4 7 5
"3603" 5 7 5
"3604" 5 8 5
"3605" 5 7 5
"3606" 5 7 4
"3607" 5 7 5
"3608" 5 8 5
"3609" 4 8 5
"3610" 3 8 5
"3611" 2 8 5
"3612" 2 8 6
"3613" 2 8 5
"3614" 2 8 4
"3615" 2 8 3
"3616" 3 8 3
"3617" 3 9 3
"3618" 4 9 3
"3619" 4 9 2
"3620" 4 9 3
"3621" 4 8 3
"3622" 3 8 3
"3623" 3 8 4
"3624" 3 8 5
"3625" 3 9 5
"3626" 3 9 6
"3627" 3 9 7
"3628" 4 9 7
"3629" 4 9 6
"3630" 3 9 6
"3631" 4 9 6
"3632" 4 10 6
"3633" 4 11 6
"3634" 4 11 7
"3635" 3 11 7
"3636" 3 11 8
"3637" 3 11 7
"3638" 2 11 7
"3639" 1 11 7
"3640" 1 11 8
"3641" 1 11 9
"3642" 1 10 9
"3643" 1 9 9
"3644" 2 9 9
"3645" 2 8 9
"3646" 2 9 9
"3647" 2 9 8
"3648" 1 9 8
"3649" 1 9 9
"3650" 2 9 9
"3651" 2 10 9
"3652" 2 9 9
"3653" 2 9 10
"3654" 2 9 11
"3655" 2 9 10
"3656" 1 9 10
"3657" 0 9 10
"3658" 0 10 10
"3659" 0 10 11
"3660" 0 10 10
"3661" 1 10 10
"3662" 1 11 10
"3663" 1 11 9
"3664" 1 11 8
"3665" 1 11 9
"3666" 1 12 9
"3667" 1 12 8
"3668" 2 12 8
"3669" 3 12 8
"3670" 3 12 7
"3671" 3 13 7
"3672" 2 13 7
"3673" 2 13 8
"3674" 3 13 8
"3675" 2 13 8
"3676" 3 13 8
"3677" 3 13 9
"3678" 4 13 9
"3679" 4 13 8
"3680" 4 14 8
"3681" 4 14 7
"3682" 5 14 7
"3683" 5 13 7
"3684" 5 14 7
"3685" 6 14 7
"3686" 6 14 6
"3687" 6 14 5
"3688" 6 14 4
"3689" 5 14 4
"3690" 4 14 4
"3691" 4 14 5
"3692" 4 14 4
"3693" 4 14 5
"3694" 4 15 5
"3695" 4 14 5
"3696" 4 13 5
"3697" 4 14 5
"3698" 3 14 5
"3699" 4 14 5
"3700" 5 14 5
"3701" 5 14 6
"3702" 6 14 6
"3703" 7 14 6
"3704" 7 14 5
"3705" 7 15 5
"3706" 7 15 4
"3707" 7 14 4
"3708" 6 14 4
"3709" 5 14 4
"3710" 5 13 4
"3711" 4 13 4
"3712" 3 13 4
"3713" 4 13 4
"3714" 4 14 4
"3715" 5 14 4
"3716" 4 14 4
"3717" 4 14 3
"3718" 4 13 3
"3719" 3 13 3
"3720" 3 13 4
"3721" 3 13 3
"3722" 3 13 4
"3723" 4 13 4
"3724" 4 13 3
"3725" 4 13 4
"3726" 4 13 5
"3727" 5 13 5
"3728" 4 13 5
"3729" 5 13 5
"3730" 6 13 5
"3731" 5 13 5
"3732" 5 13 4
"3733" 4 13 4
"3734" 5 13 4
"3735" 5 13 5
"3736" 5 13 4
"3737" 4 13 4
"3738" 4 14 4
"3739" 4 14 5
"3740" 4 14 4
"3741" 3 14 4
"3742" 3 14 3
"3743" 3 14 2
"3744" 4 14 2
"3745" 4 15 2
"3746" 5 15 2
"3747" 5 15 1
"3748" 5 14 1
"3749" 5 15 1
"3750" 4 15 1
"3751" 3 15 1
"3752" 2 15 1
"3753" 1 15 1
"3754" 1 16 1
"3755" 1 15 1
"3756" 1 15 2
"3757" 1 15 1
"3758" 1 16 1
"3759" 1 16 2
"3760" 1 16 1
"3761" 2 16 1
"3762" 3 16 1
"3763" 3 17 1
"3764" 3 17 0
"3765" 3 18 0
"3766" 4 18 0
"3767" 4 17 0
"3768" 5 17 0
"3769" 6 17 0
"3770" 5 17 0
"3771" 6 17 0
"3772" 6 17 1
"3773" 6 17 2
"3774" 6 16 2
"3775" 6 15 2
"3776" 5 15 2
"3777" 5 15 3
"3778" 5 16 3
"3779" 6 16 3
"3780" 5 16 3
"3781" 5 15 3
"3782" 5 14 3
"3783" 5 13 3
"3784" 5 14 3
"3785" 5 14 2
"3786" 5 13 2
"3787" 5 12 2
"3788" 5 12 3
"3789" 5 12 4
"3790" 5 12 3
"3791" 5 12 4
"3792" 5 13 4
"3793" 4 13 4
"3794" 4 13 3
"3795" 4 13 4
"3796" 4 13 3
"3797" 4 12 3
"3798" 5 12 3
"3799" 6 12 3
"3800" 5 12 3
"3801" 5 12 4
"3802" 6 12 4
"3803" 6 12 3
"3804" 6 12 4
"3805" 7 12 4
"3806" 6 12 4
"3807" 6 11 4
"3808" 6 12 4
"3809" 7 12 4
"3810" 6 12 4
"3811" 6 13 4
"3812" 7 13 4
"3813" 6 13 4
"3814" 5 13 4
"3815" 5 13 3
"3816" 5 14 3
"3817" 5 14 2
"3818" 5 14 3
"3819" 5 13 3
"3820" 4 13 3
"3821" 4 14 3
"3822" 5 14 3
"3823" 5 15 3
"3824" 4 15 3
"3825" 4 14 3
"3826" 5 14 3
"3827" 5 14 4
"3828" 4 14 4
"3829" 4 15 4
"3830" 5 15 4
"3831" 5 15 5
"3832" 5 14 5
"3833" 6 14 5
"3834" 7 14 5
"3835" 6 14 5
"3836" 6 14 6
"3837" 5 14 6
"3838" 5 14 7
"3839" 5 14 6
"3840" 6 14 6
"3841" 6 14 7
"3842" 6 14 6
"3843" 5 14 6
"3844" 5 13 6
"3845" 6 13 6
"3846" 6 13 5
"3847" 5 13 5
"3848" 6 13 5
"3849" 6 13 6
"3850" 5 13 6
"3851" 5 14 6
